OverallQual,Neighborhood,GarageCars,BsmtQual,KitchenQual,ExterQual,GarageArea,FullBath,GarageFinish,Dure_garage,GarageType,Foundation,FireplaceQu,TotRmsAbvGrd,MSSubClass,Dure_house,HeatingQC,BsmtFinType1,Fireplaces,Exterior1st,Exterior2nd,MasVnrType,GrLivArea,MSZoning,OverallCond,HouseStyle,BsmtExposure,SaleCondition,SaleType,GarageCond,2ndFlrSF,TotalBsmtSF,LotShape,GarageQual,CentralAir,HalfBath,LotFrontage,Fence,Electric,OpenPorchSF,Electrical
6,Edwards,1,TA,TA,TA,325,2,Unf,52,Attchd,CBlock,nonappli,7,50,34,Gd,Rec,0,Wd Sdng,Wd Sdng,None,1855,RL,4,1.5Fin,No,Normal,WD,TA,639,994,Reg,TA,Y,0,75,nonappli,SBrkr,0,SBrkr
5,SawyerW,2,Gd,Gd,TA,504,1,RFn,24,Attchd,CBlock,nonappli,5,85,24,Gd,ALQ,0,HdBoard,HdBoard,None,884,RL,7,SFoyer,Av,Normal,WD,Gd,0,840,IR1,TA,Y,0,313,MnPrv,SBrkr,0,SBrkr
7,NridgHt,2,Gd,Gd,Gd,474,2,RFn,7,BuiltIn,PConc,nonappli,6,160,7,Ex,Unf,0,VinylSd,Wd Shng,Stone,1626,RL,5,2Story,No,Normal,WD,TA,862,764,Reg,TA,Y,1,36,nonappli,SBrkr,27,SBrkr
5,OldTown,1,TA,TA,TA,240,1,Unf,61,Detchd,CBlock,nonappli,5,50,59,TA,LwQ,0,AsbShng,AsbShng,None,1284,RM,7,1.5Fin,No,Normal,WD,TA,564,720,Reg,TA,Y,1,50,MnWw,SBrkr,35,SBrkr
8,CollgCr,2,Gd,Gd,Gd,779,2,Unf,6,Attchd,PConc,Gd,9,60,6,Ex,Unf,1,CemntBd,CmentBd,None,2290,RL,5,2Story,Mn,Normal,WD,TA,1141,1128,Reg,TA,Y,1,313,nonappli,SBrkr,0,SBrkr
5,IDOTRR,2,Gd,TA,Fa,516,1,Unf,47,CarPort,CBlock,nonappli,5,90,47,TA,LwQ,0,Wd Sdng,Wd Sdng,None,816,RM,5,1Story,Gd,Normal,WD,TA,0,816,IR2,TA,N,0,110,nonappli,SBrkr,0,SBrkr
7,NWAmes,3,Gd,Gd,Gd,786,2,Unf,18,Attchd,PConc,nonappli,9,50,18,Gd,GLQ,0,HdBoard,HdBoard,BrkFace,2183,RL,5,1.5Fin,No,Normal,WD,TA,806,1204,IR1,TA,Y,1,313,nonappli,SBrkr,0,SBrkr
5,OldTown,2,TA,TA,TA,456,1,Unf,46,Detchd,BrkTil,nonappli,7,50,13,TA,LwQ,0,VinylSd,VinylSd,None,1869,RM,6,1.5Fin,No,Normal,WD,TA,561,1088,Reg,TA,Y,0,98,MnWw,SBrkr,0,SBrkr
7,Crawfor,1,TA,TA,TA,240,2,Unf,66,Detchd,CBlock,Gd,7,75,57,Gd,Rec,2,MetalSd,MetalSd,None,1646,RL,5,2.5Unf,No,Normal,WD,TA,728,918,Reg,TA,Y,0,53,MnPrv,SBrkr,0,SBrkr
8,SawyerW,2,Gd,Gd,Gd,620,2,Fin,4,Attchd,PConc,Gd,7,20,3,Ex,GLQ,1,VinylSd,VinylSd,Stone,1844,RL,5,1Story,No,Abnorml,COD,TA,0,1844,IR1,TA,Y,0,88,nonappli,SBrkr,44,SBrkr
8,Timber,3,Gd,Gd,Gd,722,2,Fin,0,Attchd,PConc,Gd,7,20,0,Ex,Unf,1,VinylSd,VinylSd,BrkFace,1571,RL,5,1Story,Gd,Partial,New,TA,0,1571,IR1,TA,Y,0,89,nonappli,SBrkr,36,SBrkr
7,OldTown,2,Gd,Gd,TA,484,2,Unf,5,Detchd,PConc,nonappli,6,50,5,Ex,Unf,0,VinylSd,VinylSd,None,2082,RM,5,1.5Fin,No,Normal,WD,TA,720,1362,Reg,TA,Y,1,63,nonappli,SBrkr,238,SBrkr
7,Mitchel,3,TA,TA,TA,766,3,Unf,17,2Types,CBlock,nonappli,9,90,17,Gd,Unf,0,VinylSd,VinylSd,BrkFace,1959,RL,5,1Story,No,Family,WD,TA,0,1907,Reg,TA,Y,0,82,nonappli,SBrkr,0,SBrkr
8,NridgHt,3,Gd,Ex,Gd,656,2,Fin,4,BuiltIn,PConc,Gd,10,60,3,Ex,Unf,1,VinylSd,VinylSd,BrkFace,2374,RL,5,2Story,No,Normal,WD,TA,1140,1181,Reg,TA,Y,1,93,nonappli,SBrkr,100,SBrkr
6,NAmes,1,Gd,Gd,TA,509,2,Fin,41,Attchd,CBlock,Gd,8,60,41,TA,Rec,1,VinylSd,VinylSd,BrkFace,2142,RL,6,2Story,No,Normal,WD,TA,960,896,Reg,TA,Y,1,100,nonappli,SBrkr,72,SBrkr
7,Somerst,2,Gd,Gd,Gd,480,2,RFn,1,Detchd,PConc,nonappli,4,160,1,Ex,Unf,0,MetalSd,MetalSd,None,1200,FV,5,2Story,No,Abnorml,WD,TA,600,600,Reg,TA,Y,1,30,nonappli,SBrkr,166,SBrkr
8,Somerst,2,Ex,Gd,Gd,648,2,RFn,5,Attchd,PConc,Gd,9,60,4,Ex,Unf,1,VinylSd,VinylSd,BrkFace,1992,FV,5,2Story,No,Normal,WD,TA,939,1053,Reg,TA,Y,1,75,nonappli,SBrkr,45,SBrkr
8,NoRidge,3,Gd,Gd,Gd,648,2,Fin,7,BuiltIn,PConc,TA,8,60,7,Ex,Unf,1,VinylSd,VinylSd,BrkFace,2285,RL,5,2Story,No,Normal,WD,TA,1288,969,Reg,TA,Y,1,313,nonappli,SBrkr,56,SBrkr
7,ClearCr,2,Gd,Gd,TA,739,2,Unf,36,Attchd,CBlock,TA,5,20,5,TA,GLQ,2,Plywood,Plywood,Stone,1824,RL,5,1Story,Gd,Normal,WD,TA,0,1643,IR2,TA,Y,0,313,nonappli,SBrkr,48,SBrkr
9,NridgHt,3,Ex,Gd,Gd,772,2,Fin,2,Attchd,PConc,Gd,8,20,1,Ex,GLQ,1,VinylSd,VinylSd,BrkFace,1850,RL,5,1Story,Gd,Normal,WD,TA,0,1833,IR1,TA,Y,0,98,nonappli,SBrkr,112,SBrkr
5,Edwards,0,TA,TA,TA,0,2,nonappli,-9.22E+18,nonappli,BrkTil,nonappli,6,190,9,Gd,ALQ,0,Wd Sdng,Wd Sdng,None,1355,RL,7,1.5Fin,No,Normal,WD,nonappli,547,644,Reg,nonappli,Y,0,62,nonappli,SBrkr,0,SBrkr
7,CollgCr,2,Gd,Gd,Gd,500,2,RFn,4,Attchd,PConc,nonappli,8,60,4,Ex,Unf,0,VinylSd,VinylSd,BrkFace,1668,RL,5,2Story,No,Normal,WD,TA,828,840,Reg,TA,Y,1,72,nonappli,SBrkr,68,SBrkr
6,IDOTRR,0,TA,Fa,TA,0,1,nonappli,-9.22E+18,nonappli,CBlock,nonappli,6,50,58,TA,Unf,0,MetalSd,MetalSd,None,1406,RM,7,1.5Fin,No,Normal,WD,nonappli,371,319,IR1,nonappli,Y,0,313,MnPrv,FuseA,144,FuseA
6,NAmes,2,TA,Gd,Gd,578,2,Fin,44,Attchd,CBlock,Gd,6,20,8,Ex,ALQ,1,BrkFace,Plywood,None,1888,RL,6,1Story,No,Normal,WD,TA,0,1517,IR1,TA,Y,1,137,nonappli,SBrkr,0,SBrkr
8,StoneBr,2,Gd,Gd,Gd,472,2,Fin,20,Attchd,PConc,Gd,5,120,19,Gd,GLQ,1,HdBoard,HdBoard,None,1228,RL,5,1Story,Mn,Normal,WD,TA,0,1228,IR1,TA,Y,0,40,nonappli,SBrkr,120,SBrkr
6,Gilbert,2,Gd,TA,TA,472,2,Fin,10,Attchd,PConc,TA,7,60,10,Gd,GLQ,2,VinylSd,VinylSd,None,1638,RL,5,2Story,Gd,Normal,WD,TA,695,943,IR1,TA,Y,1,59,nonappli,SBrkr,38,SBrkr
4,Edwards,1,TA,TA,TA,432,1,Fin,42,Attchd,CBlock,nonappli,6,20,42,TA,Rec,0,HdBoard,HdBoard,BrkFace,960,RL,5,1Story,No,Normal,WD,TA,0,960,Reg,TA,Y,0,73,nonappli,FuseF,0,FuseF
9,Edwards,3,Ex,Ex,Ex,768,2,Fin,2,Attchd,PConc,Gd,8,20,1,Ex,GLQ,1,CemntBd,CmentBd,Stone,1698,RL,5,1Story,No,Normal,WD,TA,0,1698,IR1,TA,Y,0,86,nonappli,SBrkr,64,SBrkr
5,NAmes,1,TA,TA,TA,280,1,RFn,56,Attchd,CBlock,nonappli,6,20,56,TA,Rec,0,HdBoard,HdBoard,Stone,1063,RL,5,1Story,No,Normal,WD,TA,0,1056,Reg,TA,Y,0,80,MnPrv,SBrkr,0,SBrkr
5,Sawyer,1,TA,TA,TA,288,1,Unf,45,Attchd,CBlock,TA,6,20,12,TA,BLQ,1,HdBoard,Plywood,None,1236,RL,7,1Story,No,Normal,WD,TA,0,912,Reg,TA,Y,0,65,nonappli,SBrkr,0,SBrkr
5,SawyerW,2,nonappli,TA,TA,410,2,Unf,30,Attchd,Slab,nonappli,8,90,30,TA,nonappli,0,HdBoard,HdBoard,None,1535,RL,5,1Story,nonappli,Alloca,WD,TA,0,0,Reg,TA,Y,0,64,nonappli,SBrkr,0,SBrkr
4,MeadowV,0,Gd,TA,TA,0,1,nonappli,-9.22E+18,nonappli,CBlock,nonappli,3,180,36,Gd,ALQ,0,CemntBd,CmentBd,None,630,RM,7,SFoyer,Av,Normal,WD,nonappli,0,630,Reg,nonappli,Y,0,21,nonappli,SBrkr,0,SBrkr
4,MeadowV,1,TA,TA,TA,286,1,RFn,39,Attchd,CBlock,nonappli,6,160,39,TA,BLQ,0,CemntBd,CmentBd,None,1092,RM,4,2Story,No,Normal,WD,TA,546,546,Reg,TA,Y,1,21,nonappli,SBrkr,0,SBrkr
9,NridgHt,2,Ex,Ex,Gd,840,2,Fin,3,Attchd,PConc,Ex,6,20,2,Ex,GLQ,2,VinylSd,VinylSd,Stone,1652,RL,5,1Story,No,Normal,WD,TA,0,1652,IR1,TA,Y,0,108,nonappli,SBrkr,102,SBrkr
5,NAmes,2,TA,TA,TA,456,1,Unf,47,Attchd,CBlock,nonappli,6,20,47,Gd,Rec,0,VinylSd,VinylSd,BrkFace,1144,RL,6,1Story,No,Normal,WD,TA,0,1144,Reg,TA,Y,0,75,GdWo,SBrkr,0,SBrkr
8,Somerst,3,Ex,Gd,Gd,895,2,RFn,0,Attchd,PConc,Gd,7,20,0,Ex,Unf,1,VinylSd,VinylSd,BrkFace,1795,RL,5,1Story,Av,Partial,New,TA,0,1795,Reg,TA,Y,0,75,nonappli,SBrkr,49,SBrkr
7,CollgCr,3,Gd,Gd,Gd,843,2,RFn,5,Attchd,PConc,TA,6,20,4,Ex,Unf,1,VinylSd,VinylSd,BrkFace,1541,RL,5,1Story,No,Normal,WD,TA,0,1541,IR1,TA,Y,0,118,nonappli,SBrkr,81,SBrkr
5,NAmes,1,TA,TA,TA,404,2,Unf,48,Basment,CBlock,nonappli,7,80,48,Gd,ALQ,0,BrkFace,HdBoard,None,1507,RL,5,SLvl,No,Normal,WD,TA,0,1075,Reg,TA,Y,0,70,GdWo,SBrkr,0,SBrkr
8,Somerst,2,Gd,Gd,Gd,492,2,Unf,8,Detchd,PConc,nonappli,5,160,7,Ex,Unf,0,MetalSd,MetalSd,BrkFace,1441,FV,5,2Story,No,Normal,WD,TA,677,776,Reg,TA,Y,1,24,nonappli,SBrkr,0,SBrkr
7,CollgCr,2,Gd,Gd,Gd,577,2,RFn,9,Attchd,PConc,nonappli,6,20,8,Ex,Unf,0,VinylSd,VinylSd,BrkFace,1479,RL,5,1Story,No,Normal,WD,TA,0,1468,IR1,TA,Y,0,93,nonappli,SBrkr,25,SBrkr
6,BrDale,1,TA,TA,TA,264,1,Unf,37,Detchd,CBlock,nonappli,5,160,37,TA,ALQ,0,HdBoard,HdBoard,BrkFace,987,RM,3,2Story,No,Normal,WD,TA,504,483,Reg,TA,Y,1,21,nonappli,SBrkr,0,SBrkr
4,Edwards,1,TA,TA,TA,234,1,Unf,68,Attchd,CBlock,nonappli,4,30,59,TA,Rec,0,MetalSd,MetalSd,None,672,RL,6,1Story,No,Normal,WD,TA,0,672,Reg,TA,Y,0,50,nonappli,SBrkr,113,SBrkr
5,SWISU,1,TA,Gd,TA,240,2,Unf,69,Detchd,PConc,Gd,8,75,11,Ex,LwQ,1,Wd Sdng,Wd Sdng,None,2192,RL,8,2.5Fin,No,Normal,WD,TA,720,720,Reg,TA,Y,1,60,nonappli,SBrkr,24,SBrkr
8,CollgCr,3,Gd,Gd,Gd,888,2,Fin,3,Attchd,PConc,nonappli,8,20,2,Ex,GLQ,0,CemntBd,CmentBd,Stone,2000,RL,5,1Story,No,Normal,WD,TA,0,2000,Reg,TA,Y,0,80,nonappli,SBrkr,0,SBrkr
5,Edwards,2,Gd,TA,TA,430,1,Unf,0,Attchd,PConc,nonappli,5,20,0,Gd,Unf,0,VinylSd,VinylSd,None,1125,RL,5,1Story,No,Partial,New,TA,0,1125,Reg,TA,Y,1,74,nonappli,SBrkr,64,SBrkr
5,Edwards,0,nonappli,TA,TA,0,1,nonappli,-9.22E+18,nonappli,Slab,Gd,5,20,52,Gd,nonappli,1,Wd Sdng,Wd Sdng,None,1124,RL,5,1Story,nonappli,Normal,WD,nonappli,0,0,Reg,nonappli,Y,0,77,nonappli,SBrkr,36,SBrkr
6,Crawfor,2,TA,Gd,TA,416,2,Fin,50,Attchd,PConc,TA,7,20,3,Ex,GLQ,2,CemntBd,CmentBd,BrkFace,1839,RL,7,1Story,No,Normal,WD,TA,0,1477,Reg,TA,Y,0,110,nonappli,SBrkr,87,SBrkr
6,ClearCr,2,Gd,Gd,Gd,389,2,Fin,49,Attchd,CBlock,TA,7,50,1,Gd,Rec,2,Wd Sdng,HdBoard,BrkCmn,2144,RL,7,1.5Fin,Gd,Normal,WD,TA,700,1444,IR2,TA,Y,0,313,nonappli,SBrkr,98,SBrkr
7,ClearCr,2,Ex,Gd,Gd,533,2,RFn,14,Attchd,PConc,nonappli,7,60,13,Ex,GLQ,0,Wd Sdng,Wd Sdng,None,2260,RL,5,2Story,Gd,Normal,WD,TA,954,1306,Reg,TA,Y,1,80,nonappli,SBrkr,44,SBrkr
6,NAmes,2,TA,TA,TA,540,1,RFn,43,Attchd,CBlock,TA,9,60,29,TA,Rec,1,VinylSd,VinylSd,BrkCmn,1977,RL,6,2Story,No,Normal,WD,TA,850,816,Reg,TA,Y,1,100,GdPrv,SBrkr,52,SBrkr
4,Mitchel,2,TA,TA,TA,360,1,Unf,20,Detchd,CBlock,nonappli,4,20,1,TA,ALQ,0,HdBoard,Plywood,None,845,RL,6,1Story,No,Normal,WD,TA,0,845,Reg,TA,Y,0,69,nonappli,SBrkr,0,SBrkr
6,CollgCr,2,Gd,Gd,TA,684,2,RFn,10,Attchd,PConc,nonappli,7,60,10,Ex,GLQ,0,VinylSd,VinylSd,None,1786,RL,5,2Story,No,Normal,WD,TA,881,824,IR1,TA,Y,1,69,nonappli,SBrkr,162,SBrkr
6,Crawfor,2,Ex,TA,TA,672,2,Fin,15,Detchd,BrkTil,Gd,11,70,14,Fa,Unf,1,MetalSd,MetalSd,None,2555,RL,7,2.5Fin,No,Normal,WD,TA,748,588,IR1,TA,Y,0,79,nonappli,SBrkr,0,SBrkr
5,NAmes,2,TA,Gd,TA,447,1,RFn,51,Attchd,CBlock,Gd,6,20,51,Gd,Rec,1,BrkFace,BrkFace,None,1700,RL,5,1Story,No,Normal,WD,TA,0,1398,IR1,TA,Y,1,70,nonappli,SBrkr,38,SBrkr
6,Gilbert,2,Gd,TA,TA,472,2,Fin,6,Attchd,PConc,TA,7,60,6,Ex,GLQ,1,VinylSd,VinylSd,None,1671,RL,5,2Story,No,Normal,WD,TA,712,959,IR1,TA,Y,1,58,nonappli,SBrkr,38,SBrkr
6,IDOTRR,1,TA,TA,TA,198,2,Unf,69,Detchd,BrkTil,Gd,7,50,56,TA,Unf,1,MetalSd,MetalSd,None,1376,RM,6,1.5Fin,No,Normal,WD,TA,596,780,Reg,TA,Y,0,50,nonappli,SBrkr,0,SBrkr
6,Edwards,2,TA,TA,TA,480,1,Unf,53,Attchd,CBlock,Gd,7,20,53,Fa,Unf,1,Wd Sdng,Wd Sdng,None,1689,RL,5,1Story,No,Normal,COD,TA,0,1436,Reg,TA,Y,0,73,MnPrv,SBrkr,0,SBrkr
7,OldTown,2,TA,TA,TA,704,1,Unf,11,Detchd,BrkTil,nonappli,8,70,9,Ex,Unf,0,Wd Sdng,VinylSd,None,2554,RM,8,2Story,No,Normal,WD,TA,978,718,Reg,TA,Y,1,60,nonappli,SBrkr,48,SBrkr
5,OldTown,3,TA,TA,TA,720,1,Unf,59,Detchd,BrkTil,Gd,7,50,58,Gd,Unf,1,Wd Sdng,Wd Sdng,None,1416,RM,8,1.5Fin,Mn,Normal,WD,TA,540,876,IR1,TA,Y,1,100,nonappli,SBrkr,0,SBrkr
5,NAmes,1,TA,TA,TA,308,1,Unf,49,Detchd,CBlock,nonappli,5,20,49,TA,GLQ,0,WdShing,Wd Shng,None,816,RL,7,1Story,No,Normal,WD,TA,0,816,IR1,TA,Y,0,73,nonappli,FuseA,0,FuseA
7,NWAmes,2,Gd,TA,TA,479,2,RFn,33,Attchd,CBlock,TA,6,20,33,TA,Unf,1,HdBoard,HdBoard,BrkFace,1370,RL,5,1Story,No,Family,WD,TA,0,1090,Reg,TA,Y,0,80,MnPrv,SBrkr,0,SBrkr
6,NWAmes,2,TA,TA,TA,615,2,RFn,39,Attchd,CBlock,TA,6,20,39,TA,Unf,1,HdBoard,HdBoard,BrkFace,1442,RL,6,1Story,No,Normal,WD,TA,0,1442,IR1,TA,Y,0,313,nonappli,SBrkr,0,SBrkr
5,BrkSide,1,TA,TA,TA,240,1,Unf,60,Detchd,CBlock,nonappli,6,50,7,TA,BLQ,0,Wd Sdng,Wd Sdng,None,1285,RM,5,1.5Fin,No,Normal,WD,TA,213,672,Reg,TA,Y,0,50,MnPrv,SBrkr,0,SBrkr
7,Gilbert,2,Gd,TA,TA,400,2,Fin,14,BuiltIn,PConc,TA,7,80,13,Gd,Unf,1,HdBoard,HdBoard,BrkFace,1474,RL,5,SLvl,No,Normal,WD,TA,670,384,IR1,TA,Y,1,313,nonappli,SBrkr,72,SBrkr
7,NoRidge,2,Gd,TA,Gd,455,2,Unf,10,Attchd,PConc,TA,8,60,10,Ex,GLQ,1,MetalSd,MetalSd,None,2013,RL,5,2Story,Av,Normal,WD,TA,886,1117,IR1,TA,Y,1,92,nonappli,SBrkr,130,SBrkr
8,Somerst,3,Gd,Gd,TA,758,2,RFn,1,Attchd,PConc,Gd,6,20,1,Ex,GLQ,1,VinylSd,VinylSd,Stone,1563,RL,5,1Story,No,Normal,WD,TA,0,1563,Reg,TA,Y,0,78,nonappli,SBrkr,99,SBrkr
4,ClearCr,2,Gd,Gd,TA,529,1,Fin,54,Attchd,CBlock,Gd,6,20,14,Ex,BLQ,2,Plywood,Plywood,None,1663,RL,6,1Story,Gd,Normal,WD,TA,0,1364,IR1,TA,Y,0,313,nonappli,SBrkr,137,SBrkr
4,NAmes,0,TA,TA,TA,0,1,nonappli,-9.22E+18,nonappli,CBlock,nonappli,6,50,56,TA,Unf,0,AsbShng,AsbShng,None,1192,RL,4,1.5Fin,No,Abnorml,WD,nonappli,472,720,Reg,nonappli,N,1,60,nonappli,FuseA,0,FuseA
4,OldTown,3,TA,TA,TA,779,2,Unf,86,2Types,BrkTil,nonappli,8,70,56,Fa,Unf,0,AsbShng,Stucco,None,1774,RM,2,2Story,No,Normal,WD,Fa,679,1095,Reg,Fa,N,0,60,nonappli,SBrkr,0,SBrkr
7,CollgCr,3,Gd,Gd,Gd,868,2,RFn,0,Attchd,PConc,nonappli,7,60,0,Ex,GLQ,0,VinylSd,VinylSd,None,1962,RL,5,2Story,Mn,Partial,New,TA,571,1391,Reg,TA,Y,1,73,nonappli,SBrkr,90,SBrkr
7,Gilbert,2,Gd,Gd,Gd,436,2,Fin,0,Attchd,PConc,nonappli,6,20,0,Ex,Unf,0,VinylSd,VinylSd,None,1302,RL,5,1Story,Av,Partial,New,TA,0,1302,IR1,TA,Y,0,73,nonappli,SBrkr,22,SBrkr
6,OldTown,2,Fa,TA,TA,440,1,Unf,16,Detchd,BrkTil,nonappli,6,50,56,TA,Unf,0,Stucco,Stucco,None,1118,RM,8,1.5Fin,No,Normal,WD,TA,384,648,Reg,TA,Y,0,40,nonappli,FuseA,0,FuseA
9,Somerst,3,Ex,Ex,Ex,478,2,Fin,0,Attchd,PConc,Gd,7,20,0,Ex,GLQ,1,CemntBd,CmentBd,Stone,1766,FV,5,1Story,Mn,Partial,New,TA,0,1766,Reg,TA,Y,1,85,nonappli,SBrkr,130,SBrkr
7,Gilbert,2,Gd,TA,TA,402,2,Fin,12,Attchd,PConc,TA,6,20,11,Gd,Unf,1,HdBoard,HdBoard,BrkFace,1253,RL,5,1Story,No,Normal,WD,TA,0,1237,Reg,TA,Y,0,63,nonappli,SBrkr,21,SBrkr
6,SawyerW,2,Gd,TA,TA,480,2,Unf,24,Attchd,PConc,nonappli,6,20,25,TA,GLQ,0,HdBoard,Plywood,None,1097,RL,5,1Story,No,Normal,WD,TA,0,1040,Reg,TA,Y,0,81,GdPrv,SBrkr,0,SBrkr
5,NAmes,2,TA,TA,TA,500,1,Fin,39,Attchd,CBlock,Fa,6,20,2,Ex,GLQ,1,VinylSd,VinylSd,None,1078,RL,6,1Story,No,Normal,WD,TA,0,1078,IR1,TA,Y,1,313,nonappli,SBrkr,0,SBrkr
6,Gilbert,2,Gd,TA,TA,373,2,Fin,12,BuiltIn,PConc,TA,7,60,11,Gd,Unf,1,MetalSd,MetalSd,None,1572,RL,5,2Story,No,Normal,WD,TA,766,806,IR1,TA,Y,1,313,nonappli,SBrkr,40,SBrkr
7,ClearCr,2,Gd,Gd,Gd,586,0,Fin,31,Attchd,PConc,TA,4,40,31,TA,GLQ,1,Plywood,Plywood,None,1524,RL,6,1Story,Gd,Normal,WD,TA,192,1332,Reg,TA,Y,1,313,nonappli,SBrkr,0,SBrkr
7,Gilbert,2,Gd,Gd,Gd,390,2,RFn,10,BuiltIn,PConc,TA,8,60,10,Ex,ALQ,1,VinylSd,VinylSd,BrkFace,2060,RL,5,2Story,No,Normal,WD,TA,1038,992,IR1,TA,Y,1,313,GdPrv,SBrkr,0,SBrkr
6,Timber,2,TA,Gd,TA,525,1,RFn,51,Basment,CBlock,Gd,7,20,51,Gd,GLQ,1,HdBoard,HdBoard,BrkFace,1344,RL,6,SLvl,No,Abnorml,COD,TA,0,819,IR1,TA,Y,0,313,nonappli,FuseA,118,FuseA
7,IDOTRR,1,TA,TA,TA,240,1,Unf,56,Detchd,PConc,TA,7,50,57,Ex,LwQ,2,Stucco,Stucco,BrkFace,1818,RM,4,1.5Fin,No,Normal,WD,TA,592,1040,Reg,TA,Y,1,313,nonappli,FuseF,0,FuseF
4,Sawyer,1,TA,TA,TA,261,1,Unf,46,Attchd,CBlock,nonappli,5,20,46,Gd,Rec,0,VinylSd,VinylSd,BrkCmn,1029,RL,5,1Story,Mn,Normal,WD,TA,0,1029,Reg,TA,Y,0,61,nonappli,SBrkr,0,SBrkr
6,MeadowV,2,Gd,TA,TA,576,2,Fin,33,Attchd,CBlock,Gd,10,160,33,Gd,ALQ,1,CemntBd,CmentBd,None,2521,RM,4,2Story,No,Normal,WD,TA,1230,942,Reg,TA,Y,1,42,GdPrv,SBrkr,20,SBrkr
6,CollgCr,2,Gd,Gd,TA,564,2,RFn,1,Attchd,PConc,nonappli,6,60,0,Ex,Unf,0,VinylSd,VinylSd,None,1500,RL,5,2Story,No,Partial,New,TA,750,750,Reg,TA,Y,1,68,nonappli,SBrkr,35,SBrkr
8,NAmes,2,TA,Gd,Gd,621,2,Unf,37,Attchd,PConc,TA,8,20,37,Ex,ALQ,1,Wd Sdng,Wd Sdng,None,2217,RL,6,1Story,Gd,Normal,WD,TA,0,2217,IR1,TA,Y,0,95,nonappli,SBrkr,207,SBrkr
8,NridgHt,2,Gd,Gd,Gd,484,2,RFn,1,Attchd,PConc,Gd,6,120,1,Ex,GLQ,1,VinylSd,VinylSd,Stone,1370,RL,5,1Story,Mn,Normal,WD,TA,0,1370,IR1,TA,Y,0,44,nonappli,SBrkr,49,SBrkr
6,Somerst,2,Gd,Gd,Gd,572,2,Fin,0,Attchd,PConc,nonappli,5,20,0,Gd,GLQ,0,VinylSd,VinylSd,Stone,1262,FV,5,1Story,No,Partial,New,TA,0,1262,Reg,TA,Y,0,60,nonappli,SBrkr,120,SBrkr
7,Timber,2,Gd,Gd,Gd,510,2,Fin,8,BuiltIn,PConc,Gd,8,60,7,Ex,GLQ,1,VinylSd,VinylSd,BrkFace,1894,RL,5,2Story,No,Normal,WD,TA,1070,817,Reg,TA,Y,1,80,nonappli,SBrkr,40,SBrkr
8,NridgHt,3,Ex,Gd,Ex,818,2,Fin,0,Attchd,PConc,nonappli,7,20,0,Ex,Unf,0,VinylSd,VinylSd,BrkFace,1694,RL,5,1Story,No,Partial,New,TA,0,1694,Reg,TA,Y,0,93,nonappli,SBrkr,228,SBrkr
4,NAmes,2,TA,TA,TA,576,1,Unf,20,Detchd,CBlock,nonappli,4,20,38,Gd,ALQ,0,HdBoard,HdBoard,None,864,RL,6,1Story,No,Abnorml,WD,TA,0,864,Reg,TA,Y,0,70,nonappli,SBrkr,0,SBrkr
6,Edwards,2,Gd,Gd,Gd,380,2,Unf,2,Detchd,PConc,nonappli,7,160,0,Ex,Unf,0,VinylSd,VinylSd,Stone,1709,RM,5,2Story,No,Normal,WD,TA,739,970,Reg,TA,Y,0,24,nonappli,SBrkr,40,SBrkr
4,NAmes,1,TA,TA,TA,368,2,Unf,89,Attchd,BrkTil,Gd,7,50,2,Gd,Unf,1,VinylSd,VinylSd,None,1738,RL,4,1.5Fin,No,Normal,WD,TA,457,715,IR1,TA,Y,0,313,nonappli,SBrkr,0,SBrkr
5,NAmes,1,TA,TA,TA,270,1,Unf,56,Attchd,PConc,nonappli,5,20,56,TA,BLQ,0,MetalSd,MetalSd,None,1319,RL,6,1Story,No,Normal,WD,TA,0,608,Reg,TA,Y,0,79,GdWo,SBrkr,0,SBrkr
7,SawyerW,3,Gd,Gd,TA,594,3,Unf,20,Attchd,PConc,TA,11,60,20,Gd,GLQ,2,Plywood,Plywood,None,3222,RL,5,2Story,Mn,Normal,WD,TA,1523,1673,Reg,TA,Y,0,90,nonappli,SBrkr,0,SBrkr
6,IDOTRR,0,TA,Gd,TA,0,1,nonappli,-9.22E+18,nonappli,PConc,nonappli,7,70,1,TA,Unf,0,Wd Sdng,Wd Sdng,None,1355,RM,7,2Story,No,Normal,WD,nonappli,582,684,Reg,nonappli,Y,1,60,nonappli,SBrkr,0,SBrkr
3,BrkSide,0,TA,Fa,TA,0,1,nonappli,-9.22E+18,nonappli,CBlock,nonappli,6,30,44,Ex,Unf,0,Wd Sdng,Plywood,None,1306,RL,2,1Story,No,Normal,WD,nonappli,0,728,IR1,nonappli,Y,0,55,GdWo,SBrkr,0,SBrkr
5,CollgCr,2,Gd,TA,TA,396,1,Unf,21,Detchd,CBlock,nonappli,5,85,2,TA,GLQ,0,HdBoard,Wd Shng,None,768,RL,7,SFoyer,Av,Normal,WD,TA,0,768,Reg,TA,Y,0,70,MnPrv,SBrkr,0,SBrkr
5,BrkSide,1,TA,TA,TA,205,1,RFn,69,Attchd,BrkTil,TA,5,190,58,Ex,GLQ,2,MetalSd,MetalSd,None,1077,RL,6,1.5Unf,No,Normal,WD,TA,0,991,Reg,Gd,Y,0,50,nonappli,SBrkr,4,SBrkr
